"","FIELDID","Method","DateSampled","TotalFish","Richness","DarterCount","SunfishCount","SuckerCount","IntolerantCount","Percent_Tolerant","Percent_Omnivores","Percent_Piscivores","Percent_Lithophilic","Percent_Insectivores","COMID","finalwidth_ft","Richness_upper","Richness_lower","Darter_upper","Darter_lower","Sunfish_upper","Sunfish_lower","Sucker_upper","Sucker_lower","Intolerant_upper","Intolerant_lower","Tolerant_upper","Tolerant_lower","Omnivore_upper","Omnivore_lower","Insectivore_upper","Insectivore_lower","Piscivore_upper","Piscivore_lower","Lithophilic_upper","Lithophilic_lower","Richness_score","Darter_score","Sunfish_score","Sucker_score","Intolerant_score","Tolerant_score","Omnivore_score","Insectivores_score","Piscivores_score","Lithophilic_score","Total_score"
"80","john6","Seine",2012-05-31,88,2,1,3,1,3,28.4090909090909,26.1363636363636,0,28.4090909090909,64.7727272727273,10850134,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,-1,-1,1,-1,0,-4
"81","john6","Seine",2018-10-09,128,2,2,4,1,3,53.90625,46.875,2.34375,17.1875,43.75,10850134,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,1,1,0,0,0,1
"82","john6","Seine",2020-07-17,68,2,1,0,1,3,69.1176470588235,69.1176470588235,0,41.1764705882353,29.4117647058824,10850134,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,0,1,1,0,-1,0,-3
"83","john6","Seine",2021-05-21,29,2,1,0,0,3,13.7931034482759,13.7931034482759,0,48.2758620689655,65.5172413793103,10850134,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,0,-1,-1,1,-1,1,-5
"84","john6","Seine",2023-06-21,47,3,1,2,1,4,40.4255319148936,40.4255319148936,2.12765957446809,44.6808510638298,46.8085106382979,10850134,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,1,1,1,0,0,0,0
"85","john7","Seine",2012-05-25,95,2,2,1,1,3,52.6315789473684,41.0526315789474,0,9.47368421052632,47.3684210526316,10849568,14,14,10,3.08,1.54,2.38,1.19,1.96,0.924,2.66,1.344,39,75,31,72,62,15,3,1,47,1,-1,0,-1,0,1,1,1,0,-1,0,0
"86","john8","Seine",2012-05-29,148,0,0,2,1,1,74.3243243243243,74.3243243243243,0,34.4594594594595,21.6216216216216,10849504,7,8.4,5.32,1.54,0.77,1.19,0.595,0.98,0.462,1.33,0.672,39,75,31,72,62,15,3,1,47,1,-1,-1,1,1,0,1,1,0,-1,0,1
"87","john9","Seine",2012-05-24,153,1,2,3,1,2,58.1699346405229,38.562091503268,1.96078431372549,7.18954248366013,46.4052287581699,10849630,10.6,12.72,8.056,2.332,1.166,1.802,0.901,1.484,0.6996,2.014,1.0176,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,1,1,0,0,0,2
"88","johnrhs","Seine",2012-05-31,38,1,1,1,0,2,7.89473684210526,5.26315789473684,0,36.8421052631579,94.7368421052632,10850134,16.0444444444444,14,10,3,2,2.72755555555555,1.36377777777777,2,2,3.04844444444444,1.54026666666666,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,0,-1,-1,1,-1,0,-6
"89","johnrhs","Seine",2018-10-09,88,2,2,1,1,2,68.1818181818182,61.3636363636364,0,29.5454545454545,35.2272727272727,10850134,16.0444444444444,14,10,3,2,2.72755555555555,1.36377777777777,2,2,3.04844444444444,1.54026666666666,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,0,1,1,0,-1,0,-2
"90","johnswd","Seine",2012-05-25,24,0,1,0,0,1,58.3333333333333,50,0,16.6666666666667,50,10849598,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,0,1,1,0,-1,0,-3
"91","low10","Seine",2015-06-10,57,1,2,3,1,1,78.9473684210526,52.6315789473684,0,29.8245614035088,40.3508771929825,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"92","low10","Seine",2015-08-15,78,0,1,2,1,0,94.8717948717949,21.7948717948718,0,12.8205128205128,78.2051282051282,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,-1,0,-4
"93","low10","Seine",2016-05-21,51,1,1,4,0,1,78.4313725490196,58.8235294117647,0,13.7254901960784,33.3333333333333,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,-1,0,-2
"94","low10","Seine",2016-08-12,97,2,1,2,1,1,67.0103092783505,53.6082474226804,0,21.6494845360825,41.2371134020619,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"95","low10","Seine",2017-08-11,82,1,1,4,1,0,40.2439024390244,31.7073170731707,2.4390243902439,20.7317073170732,57.3170731707317,10850168,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0,-1
"96","low11","Seine",2016-08-22,208,1,1,6,1,1,58.6538461538462,32.2115384615385,3.84615384615385,27.8846153846154,51.4423076923077,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,1,1,0,1,0,3
"97","low11","Seine",2017-05-19,281,0,2,4,1,0,75.4448398576512,48.3985765124555,0.355871886120996,15.6583629893238,50.8896797153025,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,1,1,0,-1,1,1,0,-1,0,1
"98","low11","Seine",2017-07-28,281,0,1,5,1,0,72.9537366548043,30.6049822064057,4.98220640569395,22.4199288256228,61.5658362989324,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,0,1,0,0
"99","low11","Seine",2018-08-17,208,1,1,4,1,0,40.8653846153846,29.3269230769231,0.480769230769231,18.2692307692308,66.3461538461538,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,1,-1,0,-1
"100","low11","Seine",2019-08-16,155,2,1,5,1,0,54.1935483870968,16.1290322580645,1.93548387096774,10.3225806451613,78.7096774193548,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,1,0,0,0
"101","low11","Seine",2020-08-06,190,2,1,5,1,1,35.2631578947368,7.89473684210526,12.1052631578947,3.1578947368421,68.9473684210526,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,-1,-1,1,1,0,0
"102","low11","Seine",2021-07-08,213,1,1,5,1,0,74.6478873239437,23.4741784037559,2.34741784037559,11.7370892018779,68.5446009389671,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,1,0,0,0
"103","low11","Seine",2022-09-24,186,0,1,5,1,0,34.9462365591398,10.752688172043,3.76344086021505,18.2795698924731,79.0322580645161,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,-1,-1,1,1,0,-1
"104","low11","Seine",2023-07-11,328,1,1,5,1,0,59.1463414634146,32.6219512195122,7.01219512195122,43.5975609756098,54.8780487804878,10849778,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,1,0,1,0,2
"105","low13","Seine",2021-09-02,55,0,0,2,0,0,10.9090909090909,10.9090909090909,0,5.45454545454545,89.0909090909091,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"106","low2","Seine",2013-05-11,42,0,0,3,0,0,64.2857142857143,61.9047619047619,0,2.38095238095238,14.2857142857143,10849724,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,-1,-1,0,-3
"107","low2","Seine",2013-09-13,155,1,1,5,1,1,51.6129032258064,29.0322580645161,10.9677419354839,19.3548387096774,50.9677419354839,10849724,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,1,1,1,1,1,-1,0,1,0,4
"108","low2","Seine",2014-05-02,48,0,1,1,1,0,89.5833333333333,22.9166666666667,0,12.5,75,10849724,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,1,1,1,-1,1,-1,1,-1,0,1
"109","low2","Seine",2014-08-23,435,0,1,4,1,0,63.6781609195402,53.1034482758621,1.37931034482759,20.9195402298851,23.2183908045977,10849724,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,1,1,1,-1,1,1,0,0,0,3
"110","low3","Seine",2013-06-01,16,0,1,1,0,0,93.75,50,0,0,50,10849726,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,1,1,-1,-1,1,1,0,-1,-1,-1
"111","low3","Seine",2013-09-13,40,1,0,4,1,1,52.5,42.5,37.5,2.5,20,10849726,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,-1,1,1,1,1,1,0,1,0,4
"112","low3","Seine",2014-05-02,26,0,1,1,0,0,96.1538461538462,65.3846153846154,0,7.69230769230769,34.6153846153846,10849726,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,1,1,-1,-1,1,1,0,-1,0,0
"113","low3","Seine",2014-08-23,65,0,1,1,0,0,87.6923076923077,61.5384615384615,0,0,38.4615384615385,10849726,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,1,1,-1,-1,1,1,0,-1,-1,-1
"114","low4","Seine",2013-08-09,141,0,2,3,1,0,90.7801418439716,48.936170212766,0,21.9858156028369,50.354609929078,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"115","low4","Seine",2014-08-09,65,1,1,2,2,1,84.6153846153846,72.3076923076923,0,47.6923076923077,20,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,1,-1
"116","low4","Seine",2015-05-29,147,3,2,3,2,2,68.0272108843537,40.8163265306122,0,29.9319727891156,48.2993197278912,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,1,1,0,-1,0,0
"117","low4","Seine",2015-08-15,88,0,2,2,1,0,88.6363636363636,28.4090909090909,0,14.7727272727273,64.7727272727273,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0,-3
"118","low4","Seine",2016-05-21,38,1,2,1,1,1,39.4736842105263,21.0526315789474,0,21.0526315789474,57.8947368421053,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,-1,0,-1,0,-5
"119","low4","Seine",2016-08-12,50,2,1,2,1,1,48,26,0,26,68,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,-1,0,-4
"120","low4","Seine",2017-08-12,97,0,1,4,1,0,38.1443298969072,24.7422680412371,1.03092783505155,16.4948453608247,72.1649484536082,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,-1,-1,1,0,0,-4
"121","low4","Seine",2018-05-11,26,1,2,0,0,1,46.1538461538462,38.4615384615385,0,15.3846153846154,57.6923076923077,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,0,-1,0,-3
"122","low4","Seine",2018-08-23,26,1,1,0,1,0,57.6923076923077,46.1538461538462,0,26.9230769230769,53.8461538461538,10849774,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"123","low5","Seine",2013-08-10,107,1,2,4,1,1,75.7009345794392,25.2336448598131,0.934579439252336,28.0373831775701,73.8317757009346,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,-1,1,-1,0,-2
"124","low5","Seine",2014-08-08,66,0,2,2,1,0,81.8181818181818,46.969696969697,0,53.030303030303,51.5151515151515,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,1,-1
"125","low5","Seine",2015-05-15,66,0,2,3,1,0,77.2727272727273,37.8787878787879,0,10.6060606060606,62.1212121212121,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0,-1
"126","low5","Seine",2015-08-14,65,0,2,3,1,0,81.5384615384615,56.9230769230769,3.07692307692308,10.7692307692308,38.4615384615385,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,1,0,0
"127","low5","Seine",2016-05-19,80,1,2,3,1,1,60,45,0,17.5,51.25,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"128","low5","Seine",2016-08-13,107,0,2,3,1,0,55.1401869158878,34.5794392523364,0,15.8878504672897,63.5514018691589,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0,-1
"129","low5","Seine",2017-08-25,141,1,2,2,1,0,51.7730496453901,34.7517730496454,0,18.4397163120567,62.4113475177305,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0,-1
"130","low5","Seine",2018-05-25,73,0,1,4,1,0,57.5342465753425,46.5753424657534,1.36986301369863,8.21917808219178,52.0547945205479,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0,-1
"131","low5","Seine",2018-08-25,182,2,2,3,2,1,45.0549450549451,29.6703296703297,0,13.7362637362637,69.2307692307692,10849802,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,-1,1,-1,1,-1,0,-2
"132","low6","Seine",2013-08-03,78,1,2,3,1,0,48.7179487179487,25.6410256410256,0,29.4871794871795,73.0769230769231,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0,-3
"133","low6","Seine",2014-08-02,40,0,2,2,1,0,72.5,62.5,0,37.5,37.5,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"134","low6","Seine",2015-05-29,40,0,2,3,1,0,62.5,55,0,37.5,40,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"135","low6","Seine",2015-08-07,196,0,2,4,1,0,81.1224489795918,53.5714285714286,0.510204081632653,30.6122448979592,45.9183673469388,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,0,-1,0,-1
"136","low6","Seine",2016-05-10,51,0,2,2,1,0,33.3333333333333,27.4509803921569,0,15.6862745098039,72.5490196078431,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"137","low6","Seine",2016-08-25,112,2,2,3,1,0,33.0357142857143,25.8928571428571,1.78571428571429,11.6071428571429,71.4285714285714,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,0,0,-4
"138","low6","Seine",2017-09-08,221,0,2,2,1,0,32.1266968325792,23.5294117647059,0,11.3122171945701,75.5656108597285,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"139","low7","Seine",2013-08-02,153,0,2,2,1,0,81.0457516339869,47.0588235294118,0,17.6470588235294,50.9803921568627,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"140","low7","Seine",2014-08-02,70,0,2,2,1,0,57.1428571428571,52.8571428571429,2.85714285714286,38.5714285714286,42.8571428571429,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,0,0,-1
"141","low7","Seine",2015-05-07,98,2,2,2,1,0,50,45.9183673469388,0,30.6122448979592,50,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"142","low7","Seine",2015-08-01,126,0,1,1,1,0,57.1428571428571,53.968253968254,0,16.6666666666667,46.031746031746,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"143","low7","Seine",2016-05-10,92,0,0,3,0,0,38.0434782608696,33.695652173913,0,2.17391304347826,54.3478260869565,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,1,0,-1,0,-5
"144","low7","Seine",2016-08-27,182,0,2,2,1,0,26.9230769230769,26.3736263736264,0,12.0879120879121,73.0769230769231,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"145","low7","Seine",2017-05-31,154,1,1,2,1,0,35.0649350649351,35.0649350649351,0,6.49350649350649,63.6363636363636,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,1,1,-1,0,-4
"146","low7","Seine",2017-09-08,221,4,1,3,1,1,41.1764705882353,40.2714932126697,0.452488687782805,11.3122171945701,57.0135746606335,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"147","low7","Seine",2018-05-25,100,1,0,2,1,0,32,30,0,5,67,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"148","low7","Seine",2018-08-25,155,4,2,2,2,2,20.6451612903226,16.7741935483871,0,21.2903225806452,81.9354838709677,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,-1,-1,1,-1,0,-3
"149","low7","Seine",2019-08-23,195,2,2,4,2,1,33.3333333333333,31.2820512820513,1.02564102564103,6.66666666666667,66.6666666666667,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,-1,1,1,0,0,0
"150","low7","Seine",2020-08-20,124,1,1,3,1,0,8.87096774193548,8.06451612903226,0,10.4838709677419,90.3225806451613,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"151","low8","Seine",2013-08-02,144,0,2,3,1,0,65.9722222222222,30.5555555555556,0.694444444444444,17.3611111111111,68.75,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0,-3
"152","low8","Seine",2014-08-01,82,0,2,1,1,0,40.2439024390244,31.7073170731707,0,26.8292682926829,68.2926829268293,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,1,-1,0,-2
"153","low8","Seine",2014-08-23,49,1,1,3,1,0,34.6938775510204,28.5714285714286,2.04081632653061,22.4489795918367,69.3877551020408,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-5
"154","low8","Seine",2015-05-16,122,0,1,1,1,0,30.327868852459,29.5081967213115,0,6.55737704918033,70.4918032786885,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"155","low8","Seine",2015-08-01,191,0,1,1,1,0,79.5811518324607,79.0575916230366,0,23.0366492146597,17.8010471204188,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"156","low8","Seine",2016-05-20,147,0,1,2,1,0,29.2517006802721,23.8095238095238,0,0.680272108843537,76.1904761904762,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-7
"157","low8","Seine",2016-08-27,182,2,2,2,1,0,26.9230769230769,25.2747252747253,0,10.989010989011,72.5274725274725,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"158","low8","Seine",2017-05-03,173,0,1,2,1,0,38.728323699422,38.150289017341,0,5.20231213872832,61.849710982659,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,1,0,-1,0,-5
"159","low8","Seine",2017-09-09,168,1,2,4,1,0,36.9047619047619,35.7142857142857,0.595238095238095,17.8571428571429,61.9047619047619,10849790,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,-1,1,0,-1,0,-3
"160","low9","Seine",2015-08-29,74,0,1,2,1,0,93.2432432432432,29.7297297297297,2.7027027027027,4.05405405405405,66.2162162162162,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,0,0,-3
"161","low9","Seine",2016-08-22,202,1,1,3,1,1,89.1089108910891,14.3564356435644,2.47524752475248,3.46534653465347,77.2277227722772,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0,-2
"162","low9","Seine",2017-05-19,154,0,1,4,1,0,87.6623376623377,29.8701298701299,0,7.14285714285714,68.8311688311688,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,-1,0,-3
"163","low9","Seine",2017-07-28,332,0,1,4,1,0,91.8674698795181,37.9518072289157,2.40963855421687,9.03614457831325,57.5301204819277,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0,-1
"164","low9","Seine",2018-05-05,116,0,1,0,1,0,97.4137931034483,33.6206896551724,0,12.0689655172414,64.6551724137931,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,1,-1,0,-3
"165","low9","Seine",2018-08-17,187,1,1,3,1,0,80.2139037433155,19.7860962566845,2.13903743315508,5.88235294117647,69.5187165775401,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0,-2
"166","low9","Seine",2019-08-18,296,0,1,5,1,0,62.8378378378378,21.2837837837838,1.68918918918919,8.44594594594595,73.9864864864865,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0,-2
"167","low9","Seine",2020-08-19,165,0,1,4,1,0,62.4242424242424,12.1212121212121,4.84848484848485,7.87878787878788,82.4242424242424,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,1,0,-1
"168","low9","Seine",2021-08-27,331,1,1,4,1,0,36.5558912386707,6.34441087613293,2.11480362537764,3.62537764350453,90.3323262839879,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,-1,-1,1,0,0,-4
"169","low9","Seine",2022-09-24,167,1,2,3,1,0,52.0958083832335,23.9520958083832,0,8.38323353293413,73.6526946107784,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,-1,1,-1,0,-2
"170","low9","Seine",2023-07-11,261,1,1,5,1,0,63.9846743295019,24.1379310344828,10.727969348659,8.04597701149425,62.0689655172414,10849778,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,1,0,-1
"171","lr-1","Seine",2012-11-23,45,0,2,2,1,0,64.4444444444444,22.2222222222222,0,8.88888888888889,64.4444444444444,10849810,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0,-3
