"","FIELDID","COMID","Method","TotalFish","Total_score","DateSampled","year","month","FinalScore","Intreptation","Branch","StreamName","Richness","DarterCount","SunfishCount","SuckerCount","IntolerantCount","Percent_Tolerant","Percent_Omnivores","Percent_Piscivores","Percent_Lithophilic","Percent_Insectivores","finalwidth_ft","Richness_upper","Richness_lower","Darter_upper","Darter_lower","Sunfish_upper","Sunfish_lower","Sucker_upper","Sucker_lower","Intolerant_upper","Intolerant_lower","Tolerant_upper","Tolerant_lower","Omnivore_upper","Omnivore_lower","Insectivore_upper","Insectivore_lower","Piscivore_upper","Piscivore_lower","Lithophilic_upper","Lithophilic_lower","Richness_score","Darter_score","Sunfish_score","Sucker_score","Intolerant_score","Tolerant_score","Omnivore_score","Insectivores_score","Piscivores_score","Lithophilic_score"
"67","john1",10849630,"Shocking",368,1,2022-07-12,2022,7,1,"acceptable:postive","Middle","Johnson Creek",1,2,3,1,2,54.8913043478261,52.1739130434783,0.271739130434783,30.7065217391304,38.8586956521739,11.2,13.44,8.512,2.464,1.232,1.904,0.952,1.568,0.7392,2.128,1.0752,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,1,1,0,-1,0
"68","john10",10849588,"Shocking",166,1,2022-07-12,2022,7,1,"acceptable:postive","Middle","Johnson Creek",1,2,2,1,2,55.421686746988,42.1686746987952,2.40963855421687,28.3132530120482,54.2168674698795,14.2333333333333,14,10,3.13133333333333,1.56566666666666,2.41966666666666,1.20983333333333,1.99266666666666,0.939399999999998,2.70433333333333,1.3664,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,1,1,0,0,0
"69","john2",10849614,"Seine",154,2,2018-06-26,2018,6,2,"acceptable:postive","Middle","Johnson Creek",2,2,3,1,2,59.7402597402597,56.4935064935065,15.5844155844156,7.79220779220779,20.7792207792208,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,1,1,0,1,0
"70","john2",10849614,"Seine",87,0,2022-06-06,2022,6,0,"neutral","Middle","Johnson Creek",1,2,3,1,1,43.6781609195402,36.7816091954023,0,8.04597701149425,63.2183908045977,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,1,-1,0
"71","john3",10849522,"Seine",70,-2,2018-06-26,2018,6,-2,"acceptable:negative","Middle","Johnson Creek",1,1,2,1,2,35.7142857142857,35.7142857142857,1.42857142857143,21.4285714285714,57.1428571428571,14,14,10,3.08,1.54,2.38,1.19,1.96,0.924,2.66,1.344,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,0,-1,1,0,0,0
"72","john6",10850134,"Seine",47,0,2023-06-21,2023,6,-12,"poorlowfish","Middle","Johnson Creek",3,1,2,1,4,40.4255319148936,40.4255319148936,2.12765957446809,44.6808510638298,46.8085106382979,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,1,1,1,0,0,0
"73","john6",10850134,"Seine",68,-3,2020-07-17,2020,7,-3,"acceptable:negative","Middle","Johnson Creek",2,1,0,1,3,69.1176470588235,69.1176470588235,0,41.1764705882353,29.4117647058824,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,0,1,1,0,-1,0
"74","john6",10850134,"Shocking",137,1,2022-08-09,2022,8,1,"acceptable:postive","Middle","Johnson Creek",4,1,5,1,4,45.2554744525547,42.3357664233577,2.18978102189781,29.9270072992701,35.7664233576642,17.0666666666666,14,10,3,2,2.90133333333332,1.45066666666666,2,2,3.24266666666665,1.63839999999999,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,1,1,1,0,0,0
"75","low10",10850168,"Seine",57,-2,2015-06-10,2015,6,-2,"acceptable:negative","Lower","Lower Rouge",1,2,3,1,1,78.9473684210526,52.6315789473684,0,29.8245614035088,40.3508771929825,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0
"76","low10",10850168,"Seine",78,-4,2015-08-15,2015,8,-4,"poor","Lower","Lower Rouge",0,1,2,1,0,94.8717948717949,21.7948717948718,0,12.8205128205128,78.2051282051282,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,-1,0
"77","low10",10850168,"Seine",82,-1,2017-08-11,2017,8,-1,"acceptable:negative","Lower","Lower Rouge",1,1,4,1,0,40.2439024390244,31.7073170731707,2.4390243902439,20.7317073170732,57.3170731707317,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0
"78","low10",10850168,"Seine",97,-3,2016-08-12,2016,8,-3,"acceptable:negative","Lower","Lower Rouge",2,1,2,1,1,67.0103092783505,53.6082474226804,0,21.6494845360825,41.2371134020619,29.0666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0
"79","low11",10849778,"Seine",155,0,2019-08-16,2019,8,0,"neutral","Lower","Lower Rouge",2,1,5,1,0,54.1935483870968,16.1290322580645,1.93548387096774,10.3225806451613,78.7096774193548,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,1,0,0
"80","low11",10849778,"Seine",186,-1,2022-09-24,2022,9,-1,"acceptable:negative","Lower","Lower Rouge",0,1,5,1,0,34.9462365591398,10.752688172043,3.76344086021505,18.2795698924731,79.0322580645161,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,-1,-1,1,1,0
"81","low11",10849778,"Seine",190,0,2020-08-06,2020,8,0,"neutral","Lower","Lower Rouge",2,1,5,1,1,35.2631578947368,7.89473684210526,12.1052631578947,3.1578947368421,68.9473684210526,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,-1,-1,1,1,0
"82","low11",10849778,"Seine",208,-1,2018-08-17,2018,8,-1,"acceptable:negative","Lower","Lower Rouge",1,1,4,1,0,40.8653846153846,29.3269230769231,0.480769230769231,18.2692307692308,66.3461538461538,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,1,-1,0
"83","low11",10849778,"Seine",208,3,2016-08-22,2016,8,3,"acceptable:postive","Lower","Lower Rouge",1,1,6,1,1,58.6538461538462,32.2115384615385,3.84615384615385,27.8846153846154,51.4423076923077,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,0,1,1,0,1,0
"84","low11",10849778,"Seine",213,0,2021-07-08,2021,7,0,"neutral","Lower","Lower Rouge",1,1,5,1,0,74.6478873239437,23.4741784037559,2.34741784037559,11.7370892018779,68.5446009389671,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,1,0,0
"85","low11",10849778,"Seine",281,0,2017-07-28,2017,7,0,"neutral","Lower","Lower Rouge",0,1,5,1,0,72.9537366548043,30.6049822064057,4.98220640569395,22.4199288256228,61.5658362989324,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,-1,0,1,0
"86","low11",10849778,"Seine",328,2,2023-07-11,2023,7,2,"acceptable:postive","Lower","Lower Rouge",1,1,5,1,0,59.1463414634146,32.6219512195122,7.01219512195122,43.5975609756098,54.8780487804878,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,1,0,1,0
"87","low13",10849790,"Seine",55,-6,2021-09-02,2021,9,-6,"poor","Lower","Lower Rouge",0,0,2,0,0,10.9090909090909,10.9090909090909,0,5.45454545454545,89.0909090909091,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0
"88","low14",10850162,"Shocking",81,1,2022-06-28,2022,6,1,"acceptable:postive","Lower","Lower Rouge",5,0,4,3,3,39.5061728395062,22.2222222222222,4.93827160493827,17.283950617284,61.7283950617284,39.9666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,1,0,1,-1,0,1,0
"89","low2",10849724,"Seine",155,4,2013-09-13,2013,9,4,"acceptable:postive","Lower","Lower Rouge",1,1,5,1,1,51.6129032258064,29.0322580645161,10.9677419354839,19.3548387096774,50.9677419354839,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,1,1,1,1,1,-1,0,1,0
"90","low2",10849724,"Seine",435,3,2014-08-23,2014,8,3,"acceptable:postive","Lower","Lower Rouge",0,1,4,1,0,63.6781609195402,53.1034482758621,1.37931034482759,20.9195402298851,23.2183908045977,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,1,1,1,-1,1,1,0,0,0
"91","low2",10849724,"Shocking",56,0,2022-07-26,2022,7,0,"neutral","Lower","Lower Rouge",0,1,1,0,0,87.5,39.2857142857143,0,26.7857142857143,60.7142857142857,4.23333333333333,5.08,3.21733333333333,0.931333333333333,0.465666666666667,0.719666666666666,0.359833333333333,0.592666666666666,0.2794,0.804333333333333,0.4064,39,75,31,72,62,15,3,1,47,1,-1,1,1,-1,-1,1,1,0,-1,0
"92","low3",10849726,"Seine",16,-1,2013-06-01,2013,6,-12,"poorlowfish","Lower","Lower Rouge",0,1,1,0,0,93.75,50,0,0,50,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,1,1,-1,-1,1,1,0,-1,-1
"93","low3",10849726,"Seine",40,4,2013-09-13,2013,9,-12,"poorlowfish","Lower","Lower Rouge",1,0,4,1,1,52.5,42.5,37.5,2.5,20,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,-1,1,1,1,1,1,0,1,0
"94","low3",10849726,"Seine",65,-1,2014-08-23,2014,8,-1,"acceptable:negative","Lower","Lower Rouge",0,1,1,0,0,87.6923076923077,61.5384615384615,0,0,38.4615384615385,4,4.8,3.04,0.88,0.44,0.68,0.34,0.56,0.264,0.76,0.384,39,75,31,72,62,15,3,1,47,1,-1,1,1,-1,-1,1,1,0,-1,-1
"95","low4",10849774,"Seine",141,-2,2013-08-09,2013,8,-2,"acceptable:negative","Lower","Lower Rouge",0,2,3,1,0,90.7801418439716,48.936170212766,0,21.9858156028369,50.354609929078,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0
"96","low4",10849774,"Seine",26,-4,2018-08-23,2018,8,-12,"poorlowfish","Lower","Lower Rouge",1,1,0,1,0,57.6923076923077,46.1538461538462,0,26.9230769230769,53.8461538461538,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"97","low4",10849774,"Seine",50,-4,2016-08-12,2016,8,-12,"poorlowfish","Lower","Lower Rouge",2,1,2,1,1,48,26,0,26,68,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,-1,0
"98","low4",10849774,"Seine",65,-1,2014-08-09,2014,8,-1,"acceptable:negative","Lower","Lower Rouge",1,1,2,2,1,84.6153846153846,72.3076923076923,0,47.6923076923077,20,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,1
"99","low4",10849774,"Seine",88,-3,2015-08-15,2015,8,-3,"acceptable:negative","Lower","Lower Rouge",0,2,2,1,0,88.6363636363636,28.4090909090909,0,14.7727272727273,64.7727272727273,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0
"100","low4",10849774,"Seine",97,-4,2017-08-12,2017,8,-4,"poor","Lower","Lower Rouge",0,1,4,1,0,38.1443298969072,24.7422680412371,1.03092783505155,16.4948453608247,72.1649484536082,18,14,10,3,2,3.06,1.53,2,2,3.42,1.728,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,-1,-1,1,0,0
"101","low5",10849802,"Seine",107,-1,2016-08-13,2016,8,-1,"acceptable:negative","Lower","Lower Rouge",0,2,3,1,0,55.1401869158878,34.5794392523364,0,15.8878504672897,63.5514018691589,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0
"102","low5",10849802,"Seine",107,-2,2013-08-10,2013,8,-2,"acceptable:negative","Lower","Lower Rouge",1,2,4,1,1,75.7009345794392,25.2336448598131,0.934579439252336,28.0373831775701,73.8317757009346,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,-1,1,-1,0
"103","low5",10849802,"Seine",141,-1,2017-08-25,2017,8,-1,"acceptable:negative","Lower","Lower Rouge",1,2,2,1,0,51.7730496453901,34.7517730496454,0,18.4397163120567,62.4113475177305,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0
"104","low5",10849802,"Seine",182,-2,2018-08-25,2018,8,-2,"acceptable:negative","Lower","Lower Rouge",2,2,3,2,1,45.0549450549451,29.6703296703297,0,13.7362637362637,69.2307692307692,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,-1,1,-1,1,-1,0
"105","low5",10849802,"Seine",65,0,2015-08-14,2015,8,0,"neutral","Lower","Lower Rouge",0,2,3,1,0,81.5384615384615,56.9230769230769,3.07692307692308,10.7692307692308,38.4615384615385,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,1,0
"106","low5",10849802,"Seine",66,-1,2014-08-08,2014,8,-1,"acceptable:negative","Lower","Lower Rouge",0,2,2,1,0,81.8181818181818,46.969696969697,0,53.030303030303,51.5151515151515,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,1
"107","low6",10849810,"Seine",112,-4,2016-08-25,2016,8,-4,"poor","Lower","Lower Rouge",2,2,3,1,0,33.0357142857143,25.8928571428571,1.78571428571429,11.6071428571429,71.4285714285714,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,0,0
"108","low6",10849810,"Seine",196,-1,2015-08-07,2015,8,-1,"acceptable:negative","Lower","Lower Rouge",0,2,4,1,0,81.1224489795918,53.5714285714286,0.510204081632653,30.6122448979592,45.9183673469388,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,0,-1,0
"109","low6",10849810,"Seine",221,-5,2017-09-08,2017,9,-5,"poor","Lower","Lower Rouge",0,2,2,1,0,32.1266968325792,23.5294117647059,0,11.3122171945701,75.5656108597285,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0
"110","low6",10849810,"Seine",40,-2,2014-08-02,2014,8,-12,"poorlowfish","Lower","Lower Rouge",0,2,2,1,0,72.5,62.5,0,37.5,37.5,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0
"111","low6",10849810,"Seine",78,-3,2013-08-03,2013,8,-3,"acceptable:negative","Lower","Lower Rouge",1,2,3,1,0,48.7179487179487,25.6410256410256,0,29.4871794871795,73.0769230769231,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0
"112","low7",10849790,"Seine",124,-6,2020-08-20,2020,8,-6,"poor","Lower","Lower Rouge",1,1,3,1,0,8.87096774193548,8.06451612903226,0,10.4838709677419,90.3225806451613,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0
"113","low7",10849790,"Seine",126,-4,2015-08-01,2015,8,-4,"poor","Lower","Lower Rouge",0,1,1,1,0,57.1428571428571,53.968253968254,0,16.6666666666667,46.031746031746,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"114","low7",10849790,"Seine",153,-2,2013-08-02,2013,8,-2,"acceptable:negative","Lower","Lower Rouge",0,2,2,1,0,81.0457516339869,47.0588235294118,0,17.6470588235294,50.9803921568627,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0
"115","low7",10849790,"Seine",155,-3,2018-08-25,2018,8,-3,"acceptable:negative","Lower","Lower Rouge",4,2,2,2,2,20.6451612903226,16.7741935483871,0,21.2903225806452,81.9354838709677,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,0,0,-1,-1,1,-1,0
"116","low7",10849790,"Seine",182,-5,2016-08-27,2016,8,-5,"poor","Lower","Lower Rouge",0,2,2,1,0,26.9230769230769,26.3736263736264,0,12.0879120879121,73.0769230769231,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0
"117","low7",10849790,"Seine",195,0,2019-08-23,2019,8,0,"neutral","Lower","Lower Rouge",2,2,4,2,1,33.3333333333333,31.2820512820513,1.02564102564103,6.66666666666667,66.6666666666667,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,-1,1,1,0,0
"118","low7",10849790,"Seine",221,-3,2017-09-08,2017,9,-3,"acceptable:negative","Lower","Lower Rouge",4,1,3,1,1,41.1764705882353,40.2714932126697,0.452488687782805,11.3122171945701,57.0135746606335,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0
"119","low7",10849790,"Seine",70,-1,2014-08-02,2014,8,-1,"acceptable:negative","Lower","Lower Rouge",0,2,2,1,0,57.1428571428571,52.8571428571429,2.85714285714286,38.5714285714286,42.8571428571429,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,0,0
"120","low8",10849790,"Seine",144,-3,2013-08-02,2013,8,-3,"acceptable:negative","Lower","Lower Rouge",0,2,3,1,0,65.9722222222222,30.5555555555556,0.694444444444444,17.3611111111111,68.75,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,-1,0
"121","low8",10849790,"Seine",168,-3,2017-09-09,2017,9,-3,"acceptable:negative","Lower","Lower Rouge",1,2,4,1,0,36.9047619047619,35.7142857142857,0.595238095238095,17.8571428571429,61.9047619047619,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,-1,1,0,-1,0
"122","low8",10849790,"Seine",182,-5,2016-08-27,2016,8,-5,"poor","Lower","Lower Rouge",2,2,2,1,0,26.9230769230769,25.2747252747253,0,10.989010989011,72.5274725274725,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0
"123","low8",10849790,"Seine",191,-4,2015-08-01,2015,8,-4,"poor","Lower","Lower Rouge",0,1,1,1,0,79.5811518324607,79.0575916230366,0,23.0366492146597,17.8010471204188,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0
"124","low8",10849790,"Seine",49,-5,2014-08-23,2014,8,-12,"poorlowfish","Lower","Lower Rouge",1,1,3,1,0,34.6938775510204,28.5714285714286,2.04081632653061,22.4489795918367,69.3877551020408,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,0,0
"125","low8",10849790,"Seine",82,-2,2014-08-01,2014,8,-2,"acceptable:negative","Lower","Lower Rouge",0,2,1,1,0,40.2439024390244,31.7073170731707,0,26.8292682926829,68.2926829268293,44.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,1,-1,0
"126","low9",10849778,"Seine",165,-1,2020-08-19,2020,8,-1,"acceptable:negative","Lower","Lower Rouge",0,1,4,1,0,62.4242424242424,12.1212121212121,4.84848484848485,7.87878787878788,82.4242424242424,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,1,0
"127","low9",10849778,"Seine",167,-2,2022-09-24,2022,9,-2,"acceptable:negative","Lower","Lower Rouge",1,2,3,1,0,52.0958083832335,23.9520958083832,0,8.38323353293413,73.6526946107784,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,-1,1,-1,0
"128","low9",10849778,"Seine",187,-2,2018-08-17,2018,8,-2,"acceptable:negative","Lower","Lower Rouge",1,1,3,1,0,80.2139037433155,19.7860962566845,2.13903743315508,5.88235294117647,69.5187165775401,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0
"129","low9",10849778,"Seine",202,-2,2016-08-22,2016,8,-2,"acceptable:negative","Lower","Lower Rouge",1,1,3,1,1,89.1089108910891,14.3564356435644,2.47524752475248,3.46534653465347,77.2277227722772,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0
"130","low9",10849778,"Seine",261,-1,2023-07-11,2023,7,-1,"acceptable:negative","Lower","Lower Rouge",1,1,5,1,0,63.9846743295019,24.1379310344828,10.727969348659,8.04597701149425,62.0689655172414,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,1,0
"131","low9",10849778,"Seine",296,-2,2019-08-18,2019,8,-2,"acceptable:negative","Lower","Lower Rouge",0,1,5,1,0,62.8378378378378,21.2837837837838,1.68918918918919,8.44594594594595,73.9864864864865,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,-1,1,0,0
"132","low9",10849778,"Seine",331,-4,2021-08-27,2021,8,-4,"poor","Lower","Lower Rouge",1,1,4,1,0,36.5558912386707,6.34441087613293,2.11480362537764,3.62537764350453,90.3323262839879,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,-1,-1,1,0,0
"133","low9",10849778,"Seine",332,-1,2017-07-28,2017,7,-1,"acceptable:negative","Lower","Lower Rouge",0,1,4,1,0,91.8674698795181,37.9518072289157,2.40963855421687,9.03614457831325,57.5301204819277,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,0,0,0
"134","low9",10849778,"Seine",74,-3,2015-08-29,2015,8,-3,"acceptable:negative","Lower","Lower Rouge",0,1,2,1,0,93.2432432432432,29.7297297297297,2.7027027027027,4.05405405405405,66.2162162162162,16,14,10,3,2,2.72,1.36,2,2,3.04,1.536,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,0,0
"135","lr-1",10849810,"Seine",111,-2,2016-08-25,2016,8,-2,"acceptable:negative","Lower","Lower Rouge",1,2,0,1,0,45.045045045045,35.1351351351351,0,27.9279279279279,64.8648648648649,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,1,-1,0
"136","lr-1",10849810,"Seine",124,0,2017-08-25,2017,8,0,"neutral","Lower","Lower Rouge",1,2,4,1,0,45.9677419354839,31.4516129032258,0.806451612903226,18.5483870967742,65.3225806451613,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,1,-1,0
"137","lr-1",10849810,"Seine",136,0,2015-08-07,2015,8,0,"neutral","Lower","Lower Rouge",0,2,3,1,0,70.5882352941177,35.2941176470588,1.47058823529412,29.4117647058824,63.2352941176471,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,0,0
"138","lr-1",10849810,"Seine",160,1,2013-08-03,2013,8,1,"acceptable:postive","Lower","Lower Rouge",1,2,5,1,1,75,35.625,1.25,21.25,63.125,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,1,0,0
"139","lr-1",10849810,"Seine",52,-2,2014-06-14,2014,6,-2,"acceptable:negative","Lower","Lower Rouge",0,2,2,1,0,73.0769230769231,65.3846153846154,0,21.1538461538462,34.6153846153846,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0
"140","lr-1",10849810,"Seine",74,-1,2014-08-08,2014,8,-1,"acceptable:negative","Lower","Lower Rouge",0,2,2,1,0,67.5675675675676,32.4324324324324,0,33.7837837837838,62.1621621621622,26,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,1,-1,0
"141","lr-10",10849762,"Seine",102,-7,2013-09-07,2013,9,-7,"poor","Lower","Lower Rouge",1,0,1,1,1,29.4117647058824,29.4117647058824,0.980392156862745,19.6078431372549,69.6078431372549,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
"142","lr-10",10849762,"Seine",130,-5,2014-06-27,2014,6,-5,"poor","Lower","Lower Rouge",1,1,3,1,0,35.3846153846154,35.3846153846154,0.769230769230769,8.46153846153846,60.7692307692308,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,1,0,-1,0
"143","lr-10",10849762,"Seine",134,-6,2020-08-21,2020,8,-6,"poor","Lower","Lower Rouge",1,1,3,1,0,12.6865671641791,11.9402985074627,0,19.4029850746269,73.134328358209,45.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0
